sentence,label_name,label_ID,language
The American Medical Association (AMA) has called on the Trump administration to end its policy of separating children from their parents at the border.,Morality,3.0,English
"More than half of the workforce in the US is made up of immigrants, according to the US Department of Labor.",Capacity and Resources,2.0,English
The European Court of Human Rights (ECHR) has upheld the right of migrants to live and work in the EU.,Fairness and Equality,4.0,English
The United Nations refugee agency (UNHCR) has warned that the number of children crossing the border illegally is on the rise.,Policy Prescription and Evaluation,6.0,English
More than half a million people have come to the United States illegally in the past five years.,Cultural Identity,11.0,English
The Trump administration's policy of separating children from their parents at the US-Mexico border has drawn criticism from human rights groups.,Morality,3.0,English
Immigration is an issue that affects all of us.,Cultural Identity,11.0,English
The United Nations High Commissioner for Refugees (UNHCR) is the world's largest refugee agency.,Security and Defense,8.0,English
The right to a fair trial is a fundamental human right.,"Legality, Constitutionality, Jurisdiction",5.0,English
Immigration is a major issue for many countries.,External Regulation and Reputation,14.0,English
"The United States should be a nation of laws, not deportations.",Crime and Punishment,7.0,English
The United Nations Office on Drugs and Crime (UNODC) and the International Organization for Migration (IOM) are working together to help countries improve their immigration policies.,Policy Prescription and Evaluation,6.0,English
The United Nations Population Fund (UNFPA) and the International Organization for Migration (IOM) are working together to strengthen regional efforts to reduce migration.,Economic,1.0,English
"In our series of letters from African journalists, film-maker and columnist Ahmedou Ould-Abdallah looks at the role of immigrants in national security.",Security and Defense,8.0,English
Immigration should not be a one-size-fits-all issue.,Policy Prescription and Evaluation,6.0,English
The United Nations refugee agency (UNHCR) has called on the Trump administration to end its policy of separating children from their parents at the border.,Policy Prescription and Evaluation,6.0,English
"The UK has one of the highest levels of immigration in the world, but it is also one of the most restrictive.",Policy Prescription and Evaluation,6.0,English
The United Nations refugee agency (UNHCR) and the International Organization for Migration (IOM) have called on the Trump administration to end its policy of mass deportations.,Policy Prescription and Evaluation,6.0,English
The US Department of Homeland Security (DHS) and the Department of Defense (DoD) must work together to ensure the safety and security of the American people.,Security and Defense,8.0,English
Same-sex marriage is a global issue.,External Regulation and Reputation,14.0,English
"As the UK prepares to become the sixth country in the world to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",Policy Prescription and Evaluation,6.0,English
Policy evaluation and assessment can help identify areas for improvement and ensure that same-sex marriage policies are meeting their intended goals and objectives.,Policy Prescription and Evaluation,6.0,English
Same-sex marriage is legal in more than 20 countries around the world.,External Regulation and Reputation,14.0,English
Same-sex marriage is a human rights issue.,Fairness and Equality,4.0,English
"A prescription for same-sex marriage should consider the needs and perspectives of all stakeholders, including members of the LGBTQ+ community, religious institutions, and other interest groups.",Policy Prescription and Evaluation,6.0,English
Same-sex couples should be afforded the same legal rights and protections as heterosexual couples.,Health and Safety,9.0,English
"This study assesses the impact of same-sex marriage on the lives of lesbian, gay, bisexual, and transgender (LGBT) people in California.",Policy Prescription and Evaluation,6.0,English
Same-sex marriage is now legal in all 50 states and the District of Columbia.,"Legality, Constitutionality, Jurisdiction",5.0,English
Same-sex marriage is now legal in more than half of the world's countries.,External Regulation and Reputation,14.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",External Regulation and Reputation,14.0,English
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the EU.,Quality of Life,10.0,English
This report assesses the impact of same-sex marriage on the rights and well-being of gay and lesbian Californians.,Policy Prescription and Evaluation,6.0,English
Same-sex marriage is an important human rights issue.,External Regulation and Reputation,14.0,English
"As the US Supreme Court prepares to rule on whether same-sex marriage should be legal in all 50 states, the American Civil Liberties Union (ACLU) and the National Gay and Lesbian Task Force (NGLTF) are calling on states to take action to protect the rights of same-sex couples.",Policy Prescription and Evaluation,6.0,English
"As the US Supreme Court prepares to rule on whether same-sex marriage should be legalised in all 50 states, we look at some of the ways in which same-sex marriage can benefit the LGBTQ+ community.",Cultural Identity,11.0,English
The economic impact of same-sex marriage should be considered when framing policy.,Policy Prescription and Evaluation,6.0,English
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the EU.,"Legality, Constitutionality, Jurisdiction",5.0,English
Same-sex couples should be afforded the same rights and protections under the law as heterosexual couples.,Security and Defense,8.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, we look at some of the health and safety benefits of same-sex marriage.",Health and Safety,9.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at public opinion on the issue.",Public Sentiment,12.0,English
Same-sex marriage is now legal in more than half of the world's countries.,Political,13.0,English
A new study suggests that same-sex marriage can have a positive impact on mental health.,Health and Safety,9.0,English
"Public education and outreach can play an important role in promoting greater awareness and understanding of the importance of same-sex marriage policies, and the benefits they offer to individuals and society.",Public Sentiment,12.0,English
Same-sex marriage is now legal in all but four US states and the District of Columbia.,Morality,3.0,English
The American Civil Liberties Union (ACLU) and the National Gay and Lesbian Task Force (NGLTF) are calling on the US government to protect same-sex marriages under federal law.,Security and Defense,8.0,English
"Public opinion on same-sex marriage can be shaped by a range of factors, including media coverage, public discourse, and personal experiences.",Public Sentiment,12.0,English
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at some of the key issues surrounding same-sex marriage.",Political,13.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the mental health benefits of same-sex marriage.",Policy Prescription and Evaluation,6.0,English
Same-sex marriage is legal in all 50 states and the District of Columbia.,Policy Prescription and Evaluation,6.0,English
Same-sex marriage is legal in all 50 states and the District of Columbia.,Fairness and Equality,4.0,English
Same-sex marriage is legal in all 50 states and the District of Columbia.,Morality,3.0,English
This report looks at the health impacts of same-sex marriage in the United States.,Health and Safety,9.0,English
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Political,13.0,English
"Public attitudes towards same-sex marriage can be influenced by broader societal trends, such as changing gender roles, shifts in family structures, and increasing diversity.",Public Sentiment,12.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the barriers faced by gay and lesbian couples.",Quality of Life,10.0,English
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the continent.,Cultural Identity,11.0,English
Same-sex marriage is now legal in all 50 states.,"Legality, Constitutionality, Jurisdiction",5.0,English
The International Monetary Fund (IMF) says that same-sex marriage has the potential to boost the economies of developing countries.,Economic,1.0,English
"As the US Supreme Court prepares to rule on whether same-sex marriage should be legalised in all 50 states, we take a look at some of the ways same-sex marriage can improve public safety.",Security and Defense,8.0,English
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Economic,1.0,English
The US Department of Health and Human Services (HHS) has awarded a grant to the National Gay and Lesbian Task Force (GLTF) to support its work on same-sex marriage.,Capacity and Resources,2.0,English
Opponents of same-sex marriage may argue that it undermines traditional family structures and poses economic and social risks to society.,Other,15.0,English
The International Gay and Lesbian Human Rights Commission (IGLHRC) is calling for an end to the criminalization of same-sex marriage in all countries where it is legal.,"Legality, Constitutionality, Jurisdiction",5.0,English
This report looks at the economic and social benefits of same-sex marriage.,Economic,1.0,English
"In the UK, same-sex marriage is legalised in England and Wales.","Legality, Constitutionality, Jurisdiction",5.0,English
"Opponents of same-sex marriage may argue that it poses moral and religious challenges to traditional values, and that the erosion of social norms and family values.",Morality,3.0,English
"Workplace policies that support same-sex marriage can promote greater inclusion and diversity in the workplace, reducing discrimination and harassment, and improving overall productivity and job satisfaction.",Policy Prescription and Evaluation,6.0,English
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Public Sentiment,12.0,English
"The criminalization of same-sex marriage or same-sex relationships can have negative impacts on the health and wellbeing of LGBTQ+ individuals, increasing risks of depression, anxiety, and other mental health issues.",Health and Safety,9.0,English
"Same-sex marriage has the potential to improve the quality of life for lesbian, gay, bisexual and transgender (LGBT) people and their families.",Economic,1.0,English
"Legalising same-sex marriage is an important step towards equality for lesbian, gay, bisexual and transgender (LGBT) people.",Policy Prescription and Evaluation,6.0,English
"Opponents of same-sex marriage may argue that it undermines religious freedom and the sanctity of traditional marriage, and that it may lead to the erosion of moral and ethical values.",Morality,3.0,English
The criminalization of same-sex marriage is an attack on the human rights of same-sex couples.,Crime and Punishment,7.0,English
"Health policies that support same-sex marriage can improve the health and well-being of lesbian, gay, bisexual, and transgender (LGBT) people.",Policy Prescription and Evaluation,6.0,English
"For more information about same-sex marriage or to speak to a lawyer about your case, please contact us.","Legality, Constitutionality, Jurisdiction",5.0,English
Opponents of same-sex marriage may argue that it poses threats to child welfare and family values.,Public Sentiment,12.0,English
"The legalisation of same-sex marriage is an important step towards equality for lesbian, gay, bisexual and transgender (LGBT) people in the UK.",Policy Prescription and Evaluation,6.0,English
The US Department of Health and Human Services (HHS) has issued guidance to state and local governments on how to implement same-sex marriage laws.,"Legality, Constitutionality, Jurisdiction",5.0,English
"As the UK prepares to become the sixth country in the world to legalise same-sex marriage, BBC News takes a look at some of the key facts and figures behind the move.",Fairness and Equality,4.0,English
"The purpose of this study is to examine the impact of same-sex marriage on the lives of lesbian, gay, bisexual, and transgender (LGBT) people in the United States.",Policy Prescription and Evaluation,6.0,English
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at the impact the vote could have on the UK's LGBTQ+ community.",Quality of Life,10.0,English
"Opponents of same-sex marriage may argue that it violates traditional values and norms, and that it has negative impacts on society and culture.",Cultural Identity,11.0,English
"Same-sex marriage has the potential to improve the quality of life for lesbian, gay, bisexual, and transgender (LGBT) people.",Economic,1.0,English
The impact of same-sex marriage on public opinion can be difficult to measure.,Policy Prescription and Evaluation,6.0,English
"In the United States, same-sex marriage is legal in all 50 states and the District of Columbia.",Fairness and Equality,4.0,English
"Opponents of same-sex marriage may argue that it undermines the traditional family structure, and that it has negative impacts on child welfare and development.",Public Sentiment,12.0,English
"The legalisation of same-sex marriage in England and Wales is an important step towards equality for lesbian, gay, bisexual and transgender (LGBT) people.",Policy Prescription and Evaluation,6.0,English
"As same-sex marriage is now legal in all 50 states and the District of Columbia, it is important for policymakers to understand the needs and concerns of the LGBTQ+ community.","Legality, Constitutionality, Jurisdiction",5.0,English
Les politiques visant  promouvoir le mariage entre personnes de mme sexe peuvent nécessiter des ressources et des capacités accrues pour garantir l'égalité des droits pour tous.,Capacity and Resources,2.0,French
The European Court of Human Rights (ECHR) has ruled in favour of France in a case concerning the legality of same-sex marriage.,Political,13.0,French
"Les politiques de mariage peuvent tre considérées des questions decurité et de défense, car elles peuvent affecter la stabilité sociale et politique d'un pays.",Security and Defense,8.0,French
"Une mme sexe avait tre un peu tre tt--tt,  , ,,,,,,,,,.",Capacity and Resources,2.0,French
L'égalité des droits pour tous les citoyens pour tous les citoyens peut--tre  l'occasion de l'annexe.,Political,13.0,French
"Ayn cinsiyetten evlilikleri tevik eden politikalar, herkesin eit haklara sahip olmasn garanti altna almak iin artan kaynaklar ve kapasite gerektirebilir.",Capacity and Resources,2.0,Turkish
Ayn cinsiyetten evlilikle ilgili politik meseleler karmak olabilir anayasal ve yasal konularn yan sra sivil haklar ve bireysel zgrlkler gibi konularda ierebilir.,Political,13.0,Turkish
"Ayn cinsiyetten evlilii tevik eden politikalar, lkenin sosyal ve politik istikrarn etkileyebilecei iin gvenlik ve savunma konularn da ierebilir.",Security and Defense,8.0,Turkish
Il matrimonio tra persone dello stesso sesso possono richiedere risorse e capacit crescenti per garantire l'uguaglianza di tutti.,Capacity and Resources,2.0,Italian
L'Italia  stato uno dei dati e uno dei dati  stato uno dei dati  stato uno dei dati  stato uno dei dati  stato uno dei dati.,Political,13.0,Italian
"Dopo i stabilit sulla stabilit sociale, sulla stabilit sociale, sulla stabilit sociale, sulla stabilit sociale.",Security and Defense,8.0,Italian
All images are copyrighted.,Economic,1.0,en
How much does it cost to build a house in the United States?,Economic,1.0,en
"Northern Ireland's Deputy Prime Minister and Finance Minister, Martin McGuinness, has paid tribute to the British soldiers who died in Afghanistan.",Economic,1.0,en
Thousands of dollars have been raised to help a family who lost their home to a fire.,Economic,1.0,en
"India is the world's fastest-growing major economy, but it is also one of the world's poorest.",Economic,1.0,en
Rough cut (no reporter narration),Economic,1.0,en
"China is the world's fastest-growing major economy, but it is also one of the fastest-shrinking.",Economic,1.0,en
The first anniversary of the 9/11 attacks on the World Trade Center is being marked in New York.,Economic,1.0,en
Hundreds of people have taken to the streets of Belfast to protest against the high cost of living in Northern Ireland.,Economic,1.0,en
Migrant workers sue citrus company for wages,Economic,1.0,en
BBC News takes a look at some of the top stories from the past 24 hours.,Capacity and Resources,2.0,en
All images are copyrighted.,Capacity and Resources,2.0,en
"A shortage of passport agents at Dulles International Airport has led to longer-than-usual waits for arriving international passengers, airport and INS officials said.",Capacity and Resources,2.0,en
Passengers arriving at London's Heathrow Airport are facing long delays because of a shortage of immigration staff.,Capacity and Resources,2.0,en
"The number of illegal immigrants in the US has more than doubled in the past 10 years, according to the US Census.",Capacity and Resources,2.0,en
"The number of illegal workers in the United States has more than doubled in the past five years, according to a new report from the Pew Research Center.",Capacity and Resources,2.0,en
President Donald Trump's executive order to limit the number of people allowed into the US from seven Muslim-majority countries will have a significant impact on immigration.,Capacity and Resources,2.0,en
"The government has announced that it will cut the number of skilled workers it plans to employ from 140,000 a year to about 130,000.",Capacity and Resources,2.0,en
"On the European side, if immigration is controlled, quality and not quantity should be the determining factor.",Capacity and Resources,2.0,en
The BBC's John Humphrys takes a look at some of the key stories of the week.,Morality,3.0,en
A selection of the best photographs from around the world this week.,Morality,3.0,en
"""There is no such thing as a free lunch.",Morality,3.0,en
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at some of the issues that matter to him.",Morality,3.0,en
The leader of the Roman Catholic Church in Denver is stepping down.,Morality,3.0,en
"To License This Clip, Click Here:",Morality,3.0,en
Iranian President Mahmoud Ahmadshah has accepted the Nobel Peace Prize for his country's role in the Middle East peace process.,Morality,3.0,en
Thousands of people have returned to the streets of Manchester to help clean up after last week's terror attack.,Morality,3.0,en
"The Karens, a group of women who identify as lesbian, gay, bisexual or transgender, are celebrating their 10th anniversary at First Presbyterian Church.",Morality,3.0,en
There are two ways to vote in the US presidential election - either vote for Barack Obama or vote for George W. Bush.,Fairness and Equality,4.0,en
US President Donald Trump's proposed travel ban on people from seven Muslim-majority countries has sparked a fierce debate in the United States.,Fairness and Equality,4.0,en
"A 14-year-old Egyptian girl, Hazem El-Wafi, who was forced to shave off part of her head after her family objected to her wearing a headscarf, says she is ready to go back to school.",Fairness and Equality,4.0,en
All images are copyrighted.,Fairness and Equality,4.0,en
"On the one hand, this nation is a nation of immigrants.",Fairness and Equality,4.0,en
"The wave of terror attacks in the US has led to a wave of anti-immigrant sentiment, University of South Florida law professor Michael Cole said.",Fairness and Equality,4.0,en
The US Department of Homeland Security says it has no plans to bar Muslims from entering the United States.,Fairness and Equality,4.0,en
The FBI's crackdown on Iraqis living illegally in the United States has been met with outrage.,Fairness and Equality,4.0,en
"To License This Clip, Click Here:",Fairness and Equality,4.0,en
"The winning numbers in Saturday evening's drawing of the ""Mega Millions"" game were:",Fairness and Equality,4.0,en
Spain's Prime Minister Mariano Rajoy has announced he will step down at the end of the year.,"Legality, Constitutionality, Jurisdiction",5.0,en
BBC Sport takes a look back at some of the most memorable moments from this year's Six Nations.,"Legality, Constitutionality, Jurisdiction",5.0,en
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the issue of amnesty.","Legality, Constitutionality, Jurisdiction",5.0,en
All images are copyrighted.,"Legality, Constitutionality, Jurisdiction",5.0,en
The White House says President Donald Trump is considering a plan to give a pathway to legal status to millions of illegal immigrants.,"Legality, Constitutionality, Jurisdiction",5.0,en
All photographs are copyrighted.,"Legality, Constitutionality, Jurisdiction",5.0,en
More than 100 people have been charged in connection with an alleged conspiracy to distribute child pornography.,"Legality, Constitutionality, Jurisdiction",5.0,en
A Sorrells Brothers Packing company has pleaded not guilty to charges relating to the alleged sale of child pornography.,"Legality, Constitutionality, Jurisdiction",5.0,en
All images are copyrighted.,"Legality, Constitutionality, Jurisdiction",5.0,en
All images are copyrighted.,"Legality, Constitutionality, Jurisdiction",5.0,en
The Obama administration says it is considering a range of options for people living illegally in the United States.,Policy Prescription and Evaluation,6.0,en
"New York City's schools commissioner, Ramon Cortines, has a reputation for being tough on illegal immigration.",Policy Prescription and Evaluation,6.0,en
A look at some of the key stories in the news in Africa this week.,Policy Prescription and Evaluation,6.0,en
"Like California Proposition 187, HR 2202 would slash legal immigration as well - in cruel and foolish ways and with unprecedented amounts.",Policy Prescription and Evaluation,6.0,en
"In the current political climate, it is hard to know what to make of immigration reform.",Policy Prescription and Evaluation,6.0,en
BBC News takes a look at some of the key stories of the day.,Policy Prescription and Evaluation,6.0,en
The board of trustees at the College of the Holy Cross in Worcester has voted to ban students from wearing religious symbols in class.,Policy Prescription and Evaluation,6.0,en
.,Policy Prescription and Evaluation,6.0,en
The White House says it has charged more than 100 people with violating immigration laws since the signing of the Patriot Act.,Policy Prescription and Evaluation,6.0,en
"If illegal immigrants are working in the UK, then they should be deported.",Crime and Punishment,7.0,en
All images are copyrighted.,Crime and Punishment,7.0,en
All images are copyrighted.,Crime and Punishment,7.0,en
Former New York City Mayor Rudy Giuliani has been charged with one count of conspiracy to defraud the United States.,Crime and Punishment,7.0,en
Two men have been charged in two separate cases involving illegal immigration.,Crime and Punishment,7.0,en
Three people have been charged in three separate immigration cases in Springfield.,Crime and Punishment,7.0,en
The New York Times,Crime and Punishment,7.0,en
"Two New York City preachers have been charged with defrauding immigrants out of more than $400,000.",Crime and Punishment,7.0,en
All photographs are copyrighted.,Crime and Punishment,7.0,en
Thousands of Central American migrants are heading to the United States in search of a new life.,Security and Defense,8.0,en
The US Border Patrol says it has stepped up its presence along the border with Mexico.,Security and Defense,8.0,en
The US Department of Homeland Security has asked the South Carolina Attorney General's Office to help investigate terrorism.,Security and Defense,8.0,en
"Three of the 9/11 hijackers who crashed planes into the World Trade Center in New York and the Pentagon had valid visas to enter the United States, New York Mayor Michael Bloomberg has said.",Security and Defense,8.0,en
"To License This Clip, Click Here:",Security and Defense,8.0,en
Police in the United States and Canada have stepped up security along their shared border in the wake of terror attacks in Paris and Brussels.,Security and Defense,8.0,en
"For more than a decade, al-Qaeda and its allies have exploited loopholes in the nation's immigration system to smuggle people into the United States.",Security and Defense,8.0,en
"To License This Clip, Click Here: http://collection.cnn.com/content/cli...",Security and Defense,8.0,en
All images are copyrighted.,Security and Defense,8.0,en
"FBI Director James Comey has defended the agency's use of so-called electronic surveillance, despite criticism from privacy advocates.",Security and Defense,8.0,en
The number of illegal immigrants crossing the border from Mexico into the United States has more than doubled in the past five years.,Health and Safety,9.0,en
The number of migrants who died trying to cross the border from Mexico into the United States has more than doubled in the past year.,Health and Safety,9.0,en
The White House says President Donald Trump will meet with Texas Governor Greg Abbott to discuss the state's health care system.,Health and Safety,9.0,en
"To License This Clip, Click Here:",Health and Safety,9.0,en
"To License This Clip, Click Here: http://collection.cnn.com/content/cli...",Health and Safety,9.0,en
"More than 100 detainees have gone on hunger strike at a prison in Colombia's capital, Bogota, to protest against their conditions, the director of the prison, Jorge de Lemos, has said.",Health and Safety,9.0,en
"The son of a man who was killed while trying to enter the United States illegally says his father's death was a ""horrible accident"".",Health and Safety,9.0,en
More than 100 illegal immigrants have been found in the back of a tractor-trailer in Texas.,Health and Safety,9.0,en
The number of people who have died trying to cross the border illegally in southern Arizona has risen sharply this year.,Health and Safety,9.0,en
BBC News NI takes a look at some of the top stories from the past 24 hours.,Health and Safety,9.0,en
All photographs  Getty Images,Quality of Life,10.0,en
"As the UK prepares to leave the European Union, many of its citizens will have to leave their jobs and return to their home countries.",Quality of Life,10.0,en
A look at some of the stories making the news in Atlanta this week:,Quality of Life,10.0,en
All photographs courtesy Stevo Saric.,Quality of Life,10.0,en
Rough cut (no reporter narration),Quality of Life,10.0,en
All photographs  Getty Images,Quality of Life,10.0,en
All images are copyrighted.,Quality of Life,10.0,en
"""We don't have anything to eat, we don't have anything to drink, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do, we don't have anything to do,"" says Julio.",Quality of Life,10.0,en
All images are copyrighted.,Quality of Life,10.0,en
"The number of Latinos living in the United States has more than doubled in the past 50 years, according to the US Census.",Cultural Identity,11.0,en
"In our series of letters from African journalists, film-maker and columnist Adaobi Tricia Nwaubani looks at some of the key stories of the week.",Cultural Identity,11.0,en
"As part of our series of letters from African-American journalists, we speak to Yang, who fled Laos during the Vietnam War.",Cultural Identity,11.0,en
"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at why some people are scared of foreigners.",Cultural Identity,11.0,en
California Governor Jerry Brown has signed into law a bill aimed at cracking down on illegal immigration.,Cultural Identity,11.0,en
All images are copyrighted.,Cultural Identity,11.0,en
"All photographs  AFP, EPA, Getty Images and Reuters",Cultural Identity,11.0,en
"The number of people living in the US has increased by more than 40 million in the past 50 years, according to the US Census Bureau.",Cultural Identity,11.0,en
All images are copyrighted.,Cultural Identity,11.0,en
All images are copyrighted.,Public Sentiment,12.0,en
The Obama administration is considering a series of proposals that would greatly increase the number of immigrants allowed to live and work in the United States.,Public Sentiment,12.0,en
A new poll from the Associated Press-NORC Center for Public Affairs Research shows that Atlantans are sharply divided on the issue of immigration.,Public Sentiment,12.0,en
All images are copyrighted.,Public Sentiment,12.0,en
Hundreds of people gathered in front of the US Capitol on Thursday to protest President Donald Trump's proposed border wall with Mexico.,Public Sentiment,12.0,en
"The Goizueta Family Foundation, a conservative Atlanta-based philanthropy, is giving $10,000 to the University of Georgia to help undocumented students.",Public Sentiment,12.0,en
"In the wake of President Donald Trump's announcement that he intends to withdraw the United States from the Paris Agreement on climate change, Congressman Peter King, a New York Republican, told me this morning that the president's decision is not a surprise.",Political,13.0,en
A look at some of the key stories in the immigration debate this week.,Political,13.0,en
All images are copyrighted.,Political,13.0,en
"The US House of Representatives has passed controversial anti-terrorism legislation, despite opposition from Colorado lawmakers.",Political,13.0,en
The US House of Representatives has passed and sent to the Senate a bill to overhaul the nation's immigration laws.,Political,13.0,en
"The top Republican in the Senate, Mitch Fox of Kentucky, has called for a vote on immigration legislation by the end of the year.",Political,13.0,en
.,Political,13.0,en
"In the early hours of Saturday morning, the White House announced that President Barack Obama had reached a deal with House Speaker John Boehner to avert a government shutdown.",Political,13.0,en
President Bush has announced that he will not seek re-election in November.,Political,13.0,en
Former Florida House Speaker Dean Peterman has been elected to the Pinellas County Commission.,Political,13.0,en
The Trump administration's decision to withdraw from the North American Free Trade Agreement (NAFTA) with Canada and Mexico is a welcome development.,External Regulation and Reputation,14.0,en
Mexico's delegation to the United Nations General Assembly in New York is protesting what it sees as the US government's failure to address the issue of illegal immigration.,External Regulation and Reputation,14.0,en
All images are copyrighted.,External Regulation and Reputation,14.0,en
Mexican President Enrique Fox has said his country will not accept any more illegal immigrants from the United States.,External Regulation and Reputation,14.0,en
"US President George W. Bush and his Mexican counterpart, Felipe Calderon, are at odds over how to deal with illegal immigration.",External Regulation and Reputation,14.0,en
World Briefing Americas: Mexico: Talks with U.S.,External Regulation and Reputation,14.0,en
The United States and Cuba have agreed to intensify efforts to find a solution to the thorny issue of illegal immigration.,External Regulation and Reputation,14.0,en
Pakistan has expressed concern over the arrest of two of its citizens in the United States on suspicion of conspiring to provide material support to al-Qaeda.,External Regulation and Reputation,14.0,en
All photographs  Getty Images.,External Regulation and Reputation,14.0,en
Former Colorado congressman Tom Tancredo has been elected to the US House of Representatives.,Other,15.0,en
A selection of photographs from around the world this week:,Other,15.0,en
All photographs are copyrighted.,Other,15.0,en
All photographs are copyrighted.,Other,15.0,en
"To License This Clip, Click Here:",Other,15.0,en
A selection of photographs from around the world this week:,Other,15.0,en
A selection of photographs from around the world this week:,Other,15.0,en
Immigrants and the Suburbs,Other,15.0,en
A selection of photos from around the world this week:,Other,15.0,en
Where is the love?,Other,15.0,en
The Obama administration's announcement that it will delay deportations of up to five million people who are living illegally in the United States is a stunning display of executive overreach.,Political,13.0,en
"To License This Clip, Click Here:",Policy Prescription and Evaluation,6.0,en
"President Donald Trump's former personal lawyer Michael Cohen has revealed that he wrote an open letter to Trump in which he said he was ""ashamed"" of his patriotism.",Cultural Identity,11.0,en
"Hillary Clinton's pick for secretary of state, John Kerry, has withdrawn from consideration because of questions about his immigration and tax records.",Political,13.0,en
All images are copyrighted.,Quality of Life,10.0,en
"Ten illegal immigrants were injured, three of them seriously, in a siege at an immigration detention centre in New Jersey, officials said.",Crime and Punishment,7.0,en
"The US Immigration and Customs Enforcement (ICE) says it will set up teams in Arizona, California, Colorado, Nevada, New Mexico and Utah to target illegal immigrants.",Crime and Punishment,7.0,en
"The head of the US Federal Reserve, Ben Bernanke, said in a speech on Wednesday that the central bank will be ""patient"" on raising interest rates.",Economic,1.0,en
All photographs are copyrighted.,"Legality, Constitutionality, Jurisdiction",5.0,en
"The Obama administration says it is sending up to 1,000 Border Patrol agents to the US-Mexico border.",Security and Defense,8.0,en
Tens of thousands of people marched through the streets of Maryland's capital city on Saturday in support of undocumented workers.,Public Sentiment,12.0,en
Colorado Senator Ken Salazar says he is hopeful that the Senate will pass a bill to overhaul the nation's immigration system.,Political,13.0,en
The Pentagon is investigating the death of a US Navy sailor who was killed while serving in Afghanistan.,Security and Defense,8.0,en
"In an exclusive interview with the BBC's Victoria Derbyshire programme, the Duchess of Cambridge has spoken of the moment she found out her husband Prince George had died.",Quality of Life,10.0,en
An independent panel set up by the government to examine the impact of immigration on the UK's economy has said the current system is not fit for purpose.,Policy Prescription and Evaluation,6.0,en
Ohio Attorney General Bill Owens has told the House Judiciary Committee that illegal immigration is not a problem in the state.,Political,13.0,en
"A Minnesota man with kidney failure is suing the state, claiming it is refusing to pay for his drugs.","Legality, Constitutionality, Jurisdiction",5.0,en
A new law in Arizona makes it a crime for people to be in the US illegally.,"Legality, Constitutionality, Jurisdiction",5.0,en
New York City Mayor Bill de Blasio and City Council Speaker Melissa Mark-Viverito have agreed on a deal to end a long-running dispute over millions of dollars in illegal campaign contributions.,Political,13.0,en
The Florida Fish and Wildlife Conservation Commission is investigating the death of a suspected illegal immigrant.,Health and Safety,9.0,en
California's new law cracking down on illegal immigration has been put on hold.,"Legality, Constitutionality, Jurisdiction",5.0,en
Immigration officials say they have arrested a number of suspected illegal immigrants working for the US military.,Crime and Punishment,7.0,en
Republican presidential hopeful Marco Rubio says he would support a path to citizenship for illegal immigrants.,Political,13.0,en
All images are copyrighted.,Policy Prescription and Evaluation,6.0,en
Children's rights in England and Wales are not guaranteed by law.,"Legality, Constitutionality, Jurisdiction",5.0,en
"Cisneros stumps for Clinton Latino vote, HUD secretary says",Political,13.0,en
The head of the US Immigration and Customs Enforcement (ICE) agency in Texas says the number of agents working in the Rio Grande Valley has more than doubled in the past year.,Capacity and Resources,2.0,en
The bodies of seven suspected illegal immigrants have been found in the New Mexico desert.,Health and Safety,9.0,en
The British government exists for the benefit of who?,Other,15.0,en
Mayors from around the country have signed a letter to President Barack Obama urging him to take action on climate change.,Political,13.0,en
Opponents of a plan to open a public health clinic in the Scottish city of Aberdeen say it would be a waste of money.,Economic,1.0,en
"A new survey from Bendixen and Associates, a Washington, DC-based polling firm, suggests that a majority of Hispanics support a new immigration policy.",Public Sentiment,12.0,en
"More than 1,000 suspected gang members have been arrested as part of a nationwide crackdown on illegal immigration.",Crime and Punishment,7.0,en
Bush Seeks to Boost Image With Minorities,Political,13.0,en
A selection of photographs from around the world this week:,Cultural Identity,11.0,en
"Images courtesy of AFP, EPA, Getty Images and Reuters",Public Sentiment,12.0,en
Presumptive Democratic presidential nominee Hillary Clinton has said she supports a path to citizenship for millions of undocumented immigrants.,Political,13.0,en
