sentence,label_name,label_ID,language,source,annotator
"Effective policy prescription for same-sex marriage should consider the broader social and economic implications, including potential impacts on employment, taxation, and other areas of public policy.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The recognition of same-sex marriages can promote greater legal clarity and consistency, reducing confusion and uncertainty for families and communities.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01393699
"Policies protecting same-sex marriages should prioritize the safety and security of all individuals, including measures to prevent harassment and discrimination in the workplace and other settings.",Security and Defense,8,English,chatGpt,G01393699
"Policies supporting same-sex marriage can promote the health and safety of LGBTQ+ individuals, reducing risks of discrimination and improving access to healthcare and other services.",Health and Safety,9,English,chatGpt,G01393699
"Public opinion on same-sex marriage has evolved significantly in recent years, with growing support for policies that promote greater equality and respect for diversity.",Public Opinion,12,English,chatGpt,G01395243
"The political climate can impact the adoption and implementation of same-sex marriage policies, with some governments being more or less supportive of LGBTQ+ rights depending on their ideological orientation.",Political,13,English,chatGpt,G01395243
"Policies promoting same-sex marriage can help reduce health disparities and improve mental health outcomes for LGBTQ+ individuals, who may face higher rates of depression, anxiety, and other mental health challenges.",Health and Safety,9,English,chatGpt,G01395243
"Public education and outreach can play an important role in promoting greater awareness and understanding of the importance of same-sex marriage policies, and the benefits they offer to individuals and society.",Public Opinion,12,English,chatGpt,G01395243
"The political opposition to same-sex marriage can be rooted in religious or cultural beliefs, which may pose challenges for policymakers seeking to promote greater equality and human rights.",Morality,3,English,chatGpt,G01395243
"Policies protecting same-sex marriages can promote greater safety and security for LGBTQ+ individuals, reducing risks of violence, harassment, and discrimination.",Security and Defense,8,English,chatGpt,G01395243
"Public opinion on same-sex marriage can be shaped by a range of factors, including media coverage, public discourse, and personal experiences.",Public Opinion,12,English,chatGpt,G01395243
"The political process for adopting same-sex marriage policies can be complex and time-consuming, requiring collaboration and negotiation among diverse stakeholders and interest groups.",Political,13,English,chatGpt,G01393699
"Policies promoting same-sex marriage can help reduce social stigma and improve mental health outcomes for LGBTQ+ individuals, promoting greater inclusion and acceptance.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"Policies recognizing same-sex marriages can provide important legal protections for LGBTQ+ individuals, including access to healthcare, employment, and housing.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The legalization of same-sex marriage can help reduce discrimination and stigma, promoting greater acceptance and inclusion of LGBTQ+ individuals in society.",Fairness and Equality,4,English,chatGpt,G01393699
"Opposition to same-sex marriage can be based on a range of factors, including religious beliefs, cultural norms, and personal values.",Morality,3,English,chatGpt,G01393699
"Policies promoting same-sex marriage can help reduce health disparities and improve overall wellbeing for LGBTQ+ individuals, promoting greater equity and social justice.",Health and Safety,9,English,chatGpt,G01393699
"The political landscape for same-sex marriage policies can vary widely across different countries and regions, with some jurisdictions being more or less supportive of LGBTQ+ rights.",Political,13,English,chatGpt,G01393699
"Public attitudes toward same-sex marriage can be influenced by broader societal trends, such as changing gender roles, shifts in family structures, and increasing diversity.",Public Opinion,12,English,chatGpt,G01393699
"Policies protecting same-sex marriages can help promote greater family stability and wellbeing, reducing risks of divorce and other negative outcomes.",Quality of Life,10,English,chatGpt,G01393699
"The recognition of same-sex marriages can help foster greater cultural exchange and understanding, promoting greater tolerance and respect for diversity.",Cultural Identity,11,English,chatGpt,G01393699
"The legalization of same-sex marriage can be a controversial and divisive issue, with some advocates and opponents engaging in heated public debates and demonstrations.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01393699
"Policies promoting same-sex marriage can help promote greater economic stability and growth, reducing risks of poverty and other social challenges.",Economic,1,English,chatGpt,G01393699
"Policies promoting same-sex marriage can help reduce crime rates and promote greater public safety, reducing risks of hate crimes and other forms of violence against LGBTQ+ individuals.",Security and Defense,8,English,chatGpt,G01393699
"The legalization of same-sex marriage can have important economic benefits, including increased spending on weddings and related services, and greater productivity and retention in the workplace among LGBTQ+ employees.",Economic,1,English,chatGpt,G01393699
"The implementation of same-sex marriage policies can require significant capacity and resources, including legal expertise, administrative support, and public education and outreach.",Capacity and Resources,2,English,chatGpt,G01393699
"Opponents of same-sex marriage may argue that it undermines traditional family structures and poses economic and social risks to society, including higher rates of divorce and single parenthood.",Other,15,English,chatGpt,G01393699
"The criminalization of same-sex marriage or same-sex relationships can have severe consequences for LGBTQ+ individuals, including imprisonment, torture, and other forms of human rights violations.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01393699
"Policies promoting same-sex marriage can help reduce economic disparities and promote greater social mobility for LGBTQ+ individuals and families, reducing risks of poverty and financial insecurity.",Economic,1,English,chatGpt,G01393699
"The implementation of same-sex marriage policies can require changes to existing legal frameworks, including property rights, inheritance laws, and family law.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01393699
"Opponents of same-sex marriage may argue that it poses moral and religious challenges to traditional values, and that it may lead to the erosion of social norms and family structures.",Morality,3,English,chatGpt,G01393699
"Policies supporting same-sex marriage can promote greater inclusion and diversity in the workplace, reducing risks of discrimination and harassment, and improving overall productivity and job satisfaction.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The implementation of same-sex marriage policies can require significant investments in public education and outreach, including training for legal and healthcare professionals, and awareness campaigns for the general public.",Public Opinion,12,English,chatGpt,G01393699
"The criminalization of same-sex marriage or same-sex relationships can also have negative impacts on mental health and wellbeing for LGBTQ+ individuals, increasing risks of depression, anxiety, and other mental health issues.",Health and Safety,9,English,chatGpt,G01393699
"Policies promoting same-sex marriage can also help promote greater economic growth and stability by increasing demand for goods and services, and supporting the growth of small businesses and entrepreneurship.",Economic,1,English,chatGpt,G01393699
"The implementation of same-sex marriage policies can require significant investment in public infrastructure, including the establishment of legal and administrative frameworks, and the development of support services for LGBTQ+ individuals and families.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"Opponents of same-sex marriage may argue that it undermines religious freedom and the sanctity of traditional marriage, and that it may lead to the erosion of moral and ethical values.",Morality,3,English,chatGpt,G01393699
"The criminalization of same-sex marriage can have broader societal impacts, including the suppression of LGBTQ+ rights and freedoms, and the promotion of discrimination and intolerance.",Crime and Punishment,7,English,chatGpt,G01395243
"Policies promoting same-sex marriage can also help reduce healthcare costs and improve overall health outcomes for LGBTQ+ individuals, reducing risks of chronic diseases and other health challenges.",Policy Prescription and Evaluation,6,English,chatGpt,G01395243
"The implementation of same-sex marriage policies can require significant legal expertise and resources, including court proceedings, legislative changes, and public referenda.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01395243
"Opponents of same-sex marriage may argue that it poses threats to child welfare and family values, and that it may lead to negative impacts on children's development and wellbeing.",Public Opinion,12,English,chatGpt,G01395243
"Policies promoting same-sex marriage can also help promote greater social inclusion and cohesion, reducing risks of social isolation and exclusion for LGBTQ+ individuals and families.",Policy Prescription and Evaluation,6,English,chatGpt,G01395243
"The implementation of same-sex marriage policies can require coordination across multiple government agencies, including the legal system, healthcare providers, and social services.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01395243
"Same-sex marriage is an important step towards achieving fairness and equality for LGBTQ+ individuals, ensuring that they have the same rights and protections as heterosexual couples.",Fairness and Equality,4,English,chatGpt,G01395243
"Policies promoting same-sex marriage can be evaluated by examining changes in attitudes and behaviors towards LGBTQ+ individuals and families, as well as changes in the legal and social landscape.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The legalization of same-sex marriage can have significant positive impacts on the quality of life for LGBTQ+ individuals, promoting greater social acceptance and reducing risks of discrimination and exclusion.",Quality of Life,10,English,chatGpt,G01393699
"Opponents of same-sex marriage may argue that it violates traditional values and norms, and that it may lead to negative impacts on society and culture.",Cultural Identity,11,English,chatGpt,G01393699
"Policies promoting same-sex marriage can also help promote greater economic and social mobility for LGBTQ+ individuals, providing greater access to education, employment, and other opportunities.",Economic,1,English,chatGpt,G01393699
"The evaluation of same-sex marriage policies can require careful analysis of legal and social trends, as well as data on public attitudes and behaviors towards LGBTQ+ individuals and families.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The legalization of same-sex marriage can help promote greater social justice and equality, ensuring that LGBTQ+ individuals have access to the same legal protections and benefits as heterosexual couples.",Fairness and Equality,4,English,chatGpt,G01393699
"Opponents of same-sex marriage may argue that it undermines the traditional family structure, and that it may lead to negative impacts on child welfare and development.",Public Opinion,12,English,chatGpt,G01393699
"Policies promoting same-sex marriage can also help reduce risks of discrimination and violence against LGBTQ+ individuals, promoting greater social cohesion and inclusion.",Policy Prescription and Evaluation,6,English,chatGpt,G01393699
"The implementation of same-sex marriage policies can require collaboration between government agencies, community organizations, and advocacy groups, as well as careful attention to the needs and concerns of LGBTQ+ individuals and families.","Legality, Constitutionality, Jurisdiction",5,English,chatGpt,G01393699
Les politiques visant à promouvoir le mariage entre personnes de même sexe peuvent nécessiter des ressources et des capacités accrues pour garantir l'égalité des droits pour tous.,Capacity and Resources,2,French,eng to fre,G01393699
"Les enjeux politiques entourant le mariage entre personnes de même sexe peuvent être complexes, impliquant des considérations constitutionnelles et légales, ainsi que des questions de droits civils et de libertés individuelles.",Political,13,French,eng to fre,G01393699
"Les politiques de mariage entre personnes de même sexe peuvent être considérées comme des questions de sécurité et de défense, car elles peuvent affecter la stabilité sociale et politique d'un pays.",Security and Defense,8,French,eng to fre,G01393699
"Le mariage entre personnes de même sexe peut avoir un impact économique important, notamment en termes d'accès à l'emploi et aux avantages sociaux pour les couples de même sexe.",Capacity and Resources,2,French,eng to fre,G01393699
Le mariage entre personnes de même sexe est une question politique qui peut nécessiter une action gouvernementale pour garantir l'égalité des droits pour tous les citoyens.,Political,13,French,chatGpt,G01393699
"Aynı cinsiyetten evlilikleri teşvik eden politikalar, herkesin eşit haklara sahip olmasını garanti altına almak için artan kaynaklar ve kapasite gerektirebilir.",Capacity and Resources,2,Turkish,chatGpt,G01393699
"Aynı cinsiyetten evlilikle ilgili politik meseleler karmaşık olabilir, anayasal ve yasal konuların yanı sıra sivil haklar ve bireysel özgürlükler gibi konuları da içerebilir.",Political,13,Turkish,chatGpt,G01393699
"Aynı cinsiyetten evliliği teşvik eden politikalar, ülkenin sosyal ve politik istikrarını etkileyebileceği için güvenlik ve savunma konularını da içerebilir.",Security and Defense,8,Turkish,chatGpt,G01395243
Le politiche che promuovono il matrimonio tra persone dello stesso sesso possono richiedere risorse e capacità crescenti per garantire l'uguaglianza di tutti.,Capacity and Resources,2,Italian,chatGpt,G01395243
"Le questioni politiche relative al matrimonio tra persone dello stesso sesso possono essere complesse e includere questioni costituzionali e legali, nonché diritti civili e libertà individuali.",Political,13,Italian,chatGpt,G01395243
"Le politiche che promuovono il matrimonio tra persone dello stesso sesso possono anche includere questioni di sicurezza e difesa, poiché potrebbero influire sulla stabilità sociale e politica del paese.",Security and Defense,8,Italian,chatGpt,G01395243
同性婚姻的道德立场在不同的文化和宗教中可能存在争议，需要通过广泛的公众讨论和辩论来解决。.,Security and Defense,8,Chinese,chatGpt,G01395243
在一些国家，公众对同性婚姻的态度正在发生变化，越来越多的人支持这种形式的婚姻，但在其他国家，仍然存在很大的反对声音。,Public Opinion,12,Chinese,chatGpt,G01393699
同性婚姻的合法化可能对经济产生一定的影响，如改变了传统婚姻的社会经济模式，或者为婚姻产业带来新的商机。.,Economic,1,Chinese,chatGpt,G01393699
"ప్రపంచంలో వెలుగులు పెట్టుకునే అధికార వల్ల వచ్చిన వ్యాపార ప్రతిష్ఠలు ఆపాలి",Economic,1,Telegu,eng to tel,G01374665
అమెరికాలో రాజకీయ స్థితి ప్రభావితంగా తీసుకున్న ప్రవాసి దేశాల్లో అనేక సమస్యలు ఉంటాయి,Political,13,Telegu,eng to tel,G01374665
"అమెరికాలో కరోనా వైరస్ ప్రకరణం ప్రమాదకరంగా ఉంటుంది, అలాగే ప్రవాసికులు తమ ఆరోగ్యానికి కారణంగా జన్మాలు మరణాలు జరిగే సమస్యలు ఉన్నాయి",Health and Safety,9, Telegu,eng to tel,G01374665
"ప్రవాసులు తమ సాంప్రదాయాలు మరియు సంస్కృతిక గురించి చర్చించాలి మరియు దానిని పరిగణించాలి",Cultural Identity,11,Telegu,eng to tel,G01374665
"ప్రవాసులు దేశాన్ని అనుకూలంగా చేస్తున్న పక్షం చేతిని గమనించాలి",Security and Defense,8,Telegu,eng to tel,G01374665
ప్రవాసుల పరిస్థితి గురించి ప్రజా అభిప్రాయం అందరికి తెలిసినది అవసరం,Public Opinion,12,Telegu,eng to tel,G01374665
ప్రవాసులు తమ విధి కానుగొనుటకు తక్కువ వాటిని చేయవలసినది,"Legality, Constitutionality, Jurisdiction",5,Telegu,eng to tel,G01374665
ప్రవాసులు నేర్పించే పనులు న్యాయంగా ఉండాలి మరియు సమానతలు కలిగి ఉండాలి,Fairness and Equality,4,Telegu,eng to tel,G01374665
ప్రవాసులు వ్యవసాయ వ్యవస్థను కొనసాగించడం లేదా తప్పిదారు చేయడం క్రిమినల్ అవసరం,Crime and Punishment,7,Telegu,eng to tel,G01374665
"$50,000 per entry",Economic,1,en,seed,G01374665
Cheap labor is actually costly for U.S.,Economic,1,en,seed,G01374665
"""They are good people who contribute to both economies.""",Economic,1,en,seed,G01374665
"Two weeks ago, the family learned it would get some help paying bills. More than $ 20,000 was raised to help the Sarics.",Economic,1,en,seed,G01374665
"Yet because of the strong economy, many unskilled native workers have acquired skills and risen to better jobs.",Economic,1,en,seed,G01374665
Safety checks at Mexican border take toll on 2 cities' economies,Economic,1,en,seed,G01374665
"And that has created a lucrative market for cemeteries eager to cater to Chinese immigrants willing to pay $ 2,000 to $ 10,000 for good burial plots.",Economic,1,en,seed,G01374665
"The city lost an estimated 100,000 jobs after the attacks.",Economic,1,en,seed,G01374665
"""Quite a few family take the paycheck, go straight to the casino, and come home with nothing,""",Economic,1,en,seed,G01374665
Migrant workers sue citrus company for wages,Economic,1,en,seed,G01374665
IT TAKES A CITY (AND A LOT OF HARD WORK) TO ATTRACT IMMIGRANTS,Capacity and Resources,2,en,seed,G01374665
Staff Shortage Lengthening Dulles Airport Passport Lines,Capacity and Resources,2,en,seed,G01374665
"A shortage of Immigration and Naturalization Service agents at Dulles International Airport has led to longer-than-usual waits at passport control for arriving international passengers, airport and INS officials said.",Capacity and Resources,2,en,seed,G01374665
"At times in the past two months, passengers have waited so long during 90-minute stopovers that they have missed connections with domestic flights, an airline representative said. Arriving passengers also have been held on their planes or on the airport's mobile lounges until the crowded immigration area cleared out.",Capacity and Resources,2,en,seed,G01374665
Census estimates a doubling of illegal immigrants in '90s,Capacity and Resources,2,en,seed,G01374665
"Report: U.S. relies heavily on illegal workers; Half on farm, 25% in home, 10% in eateries",Capacity and Resources,2,en,seed,G01374665
Immigrants With Skills,Capacity and Resources,2,en,seed,G01374665
"The total number of immigrants and refugees admitted into this country (now 800,000 a year) will almost certainly be reduced by Congress.",Capacity and Resources,2,en,seed,G01374665
"But because the total will be smaller, the actual number of spots for skilled workers will go down from the present 140,000 a year to something in the 75,000 to 100,000 range.",Capacity and Resources,2,en,seed,G01374665
"On the U.S. end, if immigration must be controlled, quality - not quantity - should be the determining factor.",Capacity and Resources,2,en,seed,G01374665
"DUTY, HONOR, BUT WHERE'S THE COUNTRY?",Morality,3,en,seed,G01374665
"FROM MEXICANS WHO EMIGRATED, WORKS OF ART THAT ILLUSTRATE FAITH PAINTINGS SHOW THE TRIALS OF THOSE WHO LEFT HOME FOR THE U.S.",Morality,3,en,seed,G01374665
"The insatiable appetite for more power by those who already have it is always justified by 'necessity.' """,Morality,3,en,seed,G01374665
"As the Bible says (Leviticus 19:34): ""You shall treat the alien who resides with you no differently than the natives born among you; have the same love for him as for yourself; for you too were once aliens in the land of Egypt.""",Morality,3,en,seed,G01374665
The news of Bishop Jose?? Gomez's departure saddened and surprised Denver's Catholic Latino community Wednesday.,Morality,3,en,seed,G01374665
WOMEN OF VALOR TRIO FIGHTS LENDERS WHO PREY ON THE UNDOCUMENTED,Morality,3,en,seed,G01374665
"""I read a book, and my heart accepted,"" Ahmadshah said. ""I believe that this is the book that says the truth.""",Morality,3,en,seed,G01374665
"REFUGEES RENEW CHURCH KAREN IMMIGRANTS FROM MYANMAR, THE FORMER BURMA, ARE GETTING HELP FROM; AND GIVING BACK TO -- DOWNTOWN BAPTISTS.",Morality,3,en,seed,G01374665
"They have drawn support from the church and infused new life into it, said the Rev. Loren McLean, associate pastor. The Karen (pronounced cur-REN) have helped the church stay downtown when it looked like its dwindling membership would force it to move, McLean said.",Morality,3,en,seed,G01374665
BROOKLYN BISHOP GIVES ASSIST TO IMMIGRANTS,Morality,3,en,seed,G01374665
"Perhaps there is a third way, one that supports the Bush plan while addressing the fairness issue",Fairness and Equality,4,en,seed,G01374665
But critics say immigrants in particular face new dangers from the proposals that they say parallel the treatment of Japanese in this country during the 1940's.,Fairness and Equality,4,en,seed,G01374665
"""I don't want to feel that I can't have the kind of freedom of expression we guarantee to everyone,"" said El-Wafi, whose family begged her to modify her appearance.",Fairness and Equality,4,en,seed,G01374665
"Arab, Muslim Men to Get Tougher U.S. Visa Screening",Fairness and Equality,4,en,seed,G01374665
"On the other hand, this nation is a nation of legal immigrants. When the politicians use the weak section of society as the scapegoat for all the ills of the nation, it is a very dangerous phenomenon.",Fairness and Equality,4,en,seed,G01374665
"Even Arabs with no alleged link to the Sept. 11 attacks, such as former USF instructor Mazen Al-Najjar and suspended professor Sami Al-Arian, have been caught up in that wave, he said. ""We have not sacrificed our own liberties but the liberties of immigrants,"" said Cole, who helped represent Al-Najjar during his ongoing battles with the Immigration and Naturalization Service. Al-Najjar is currently in prison.",Fairness and Equality,4,en,seed,G01374665
"Still, the widespread assumption among civil liberties groups and American Muslims is that visitors from Arab and Islamic nations will receive the closest scrutiny. Arab nations have drawn the same conclusion and the 22-member Arab League has denounced the new effort as discriminatory.",Fairness and Equality,4,en,seed,G01374665
"Civil liberties groups in the Bay Area and across the country denounced the FBI initiative that began Thursday, an effort to find and detain Iraqis who are in the United States unlawfully, without visas or expired travel documents.",Fairness and Equality,4,en,seed,G01374665
Lawmakers urge fair review in INS fraud cases,Fairness and Equality,4,en,seed,G01374665
ATLANTA-BOUND: Immigrant Freedom Rides roll,Fairness and Equality,4,en,seed,G01374665
HURTADO WINS INS APPEAL IMMIGRANT FROM EL SALVADOR HOPES 19-YEAR FIGHT TO STAY IN U.S. IS ENDING,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
AMNESTY PLAN; Try the third way,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
We do not agree with critics who say that any amnesty is tantamount to rewarding lawbreakers.,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
No Amnesty For Illegal Immigrants,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
The plan would give guest-worker status to the immigrants and eventually could lead to permanent legal status to some of the 3 million Mexicans now in the United States unlawfully.,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
IMMIGRANT IS AMNESTY SUCCESS STORY,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
"The indictments were returned Wednesday and involve three unrelated cases, said Todd P. Graves, U.S. attorney for the Western District.","Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
No trial date has been set. Calls placed to Sorrells Brothers Packing on Saturday seeking comment were not immediately returned.,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
A NATION CHALLENGED: THE IMMIGRANTS; Testing The System Of Relief,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
legalize these Mexicans,"Legality, Constitutionality, Jurisdiction",5,en,seed,G01374665
"The options under consideration involve different ways in which millions of Mexicans living in this country illegally could earn lawful status over the next several years, though not immediately, administration officials said. The options would quite likely be based on the immigrants'employment records, family ties in this country and how long they have lived in the United States.",Policy Prescription and Evaluation,6,en,seed,G01374665
effort to liberalize immigration policy,Policy Prescription and Evaluation,6,en,seed,G01374665
"But in his plan for New York's Newcomers School, which would open in September in Long Island City, Queens, Mr. Cortines proposes allowing the students to remain for up to four years. The 1,000 high school students, who would attend voluntarily, would have the option of graduating from there. That could be a problem.",Policy Prescription and Evaluation,6,en,seed,G01374665
New driver's license rules kick in early,Policy Prescription and Evaluation,6,en,seed,G01374665
"Unlike California Proposition 187, which at least confined itself to illegal immigration, HR 2202 would slash legal immigration as well - in cruel and foolish ways and by unprecedented amounts.",Policy Prescription and Evaluation,6,en,seed,G01374665
"In such a climate, fine distinctions between legal and illegal immigrants are easily lost. That is regrettable, because comprehensive new admission criteria for immigrants went into effect just four years ago. Refinements are always possible, but a complete makeover is unnecessary. For one thing, the new system has barely been tested. For another, all early indications are that this component of our immigration policy is working well. As the saying goes, if it ain't broke, don't fix it.",Policy Prescription and Evaluation,6,en,seed,G01374665
PHCC adds scrutiny on foreign students,Policy Prescription and Evaluation,6,en,seed,G01374665
The board also debated whether the college should report foreign students who drop out or stop coming to class.,Policy Prescription and Evaluation,6,en,seed,G01374665
Proposed amnesty program could disappoint immigrants; MANY FEAR THOUSANDS WILL BE LOCKED OUT,Policy Prescription and Evaluation,6,en,seed,G01374665
"The administration has detained hundreds of foreigners and put some into deportation proceedings in the three months since President Bush signed the anti-terrorism measure. But most of the charges are for technical violations of immigration laws, such as overstaying visas.",Policy Prescription and Evaluation,6,en,seed,G01374665
"If they are illegal and they are working, then the companies that employ them are breaking the law and should be fined to the fullest.",Crime and Punishment,7,en,seed,G01374665
31 HAITIANS DETAINED AFTER WADING ASHORE,Crime and Punishment,7,en,seed,G01374665
U.S. INDICTMENT ACCUSES 5 PEOPLE OF VIOLATING IMMIGRATION LAWS,Crime and Punishment,7,en,seed,G01374665
"If convicted, he faces a maximum of 20 years in prison and up to $250,000 in fines.",Crime and Punishment,7,en,seed,G01374665
"In the second case, Victor Torres-Campos, 46, of Mexico was charged with possession with intent to transfer or use five or more identification documents, as well as false use of a Social Security number.",Crime and Punishment,7,en,seed,G01374665
"In the third case, Maurice Saustegui, 38, of Springfield, along with Marcelino Fernandez-Martinez, 40, and Luz Victoria Rosas, 36, both of Mexico, were charged with conspiracy to transfer false resident alien cards. They also were charged with two counts each of transferring false resident alien cards.",Crime and Punishment,7,en,seed,G01374665
Metro Briefing New York: Bronx: 2 Arrested In Immigrant Fraud,Crime and Punishment,7,en,seed,G01374665
"Two men, one a minister, have been charged with stealing more than $260,000 from illegal immigrants by telling the immigrants that they could get them green cards, said Robert T. Johnson, the Bronx district attorney, left.",Crime and Punishment,7,en,seed,G01374665
"The men, the Rev. Errol O'Connor, 48, of the Bronx, and Emanuel Felder, 33, of Uniondale, N.Y., were arrested on Tuesday and face grand larceny and other charges. Prosecutors say that Mr. O'Connor, of the Pentecostal Deliverance Ministries in the Bronx, falsely claimed in radio commercials that he could obtain resident alien status for immigrants for a fee, which averaged about $4,000.   Richard Lezin Jones (NYT)",Crime and Punishment,7,en,seed,G01374665
"RADIO REV, PAL CHARGED IN IMMIGRANT SCHEME",Crime and Punishment,7,en,seed,G01374665
Mexico's Open Southern Border Lures Migrants Headed to U.S.,Security and Defense,8,en,seed,G01374665
"The clampdown, which began in October 1994 has been extended to cities in Arizona and Texas that are hot spots for illegal crossings.",Security and Defense,8,en,seed,G01374665
"Citing the ""menace of terrorism"" after the Sept. 11 attacks, South Carolina Attorney General Charlie Condon last week offered to enlist South Carolina law enforcement officers to assist the INS investigative branch.",Security and Defense,8,en,seed,G01374665
"The other 13 hijackers entered the United States legally but three had allowed their visas to expire, Ziglar said.",Security and Defense,8,en,seed,G01374665
A NATION CHALLENGED: NATIONAL MEASURES; Entire Nation On High Alert As Security Is Stepped Up,Security and Defense,8,en,seed,G01374665
"Over the past decade, terrorists have posed as students, slipped across the lightly patrolled Canadian border, used false passports and presented themselves as tourists to enter the United States and plot deadly acts.",Security and Defense,8,en,seed,G01374665
"Their persistence in exploiting loopholes forced U.S. officials to confront a monumental question after the Sept. 11 attacks: Can a broken system, designed to police millions of people who come to the United States in search of a better life, be quickly reconfigured to capture the few who arrive in pursuit of a life of terror.",Security and Defense,8,en,seed,G01374665
INS adjusts to role in terrorism fight,Security and Defense,8,en,seed,G01374665
ILLEGAL WTC WORKERS MAY BE OVERLOOKED RELATIVES OFTEN KEEP QUIET OUT OF IMMIGRATION FEARS,Security and Defense,8,en,seed,G01374665
"Beth Wilkinson, a former assistant U.S. attorney who prosecuted the Oklahoma City bombing case, called the FBI's tactics ""a very aggressive posture to use, although not one that's illegal, assuming they're following all the strictures of the law and the provisions of the warrants.",Security and Defense,8,en,seed,G01374665
"Government officials report that hundreds of immigrants -- who come from as far away as Ecuador, Somalia and China -- are assaulted and raped by bandits, robbed by corrupt police officers and immigration officials, or abandoned by high-priced immigrant smugglers within the first legs of their journey. And according to government statistics, a soaring number of them are dying.",Health and Safety,9,en,seed,G01374665
"The number who died along the border last year rose to 136 from 29 the previous year, according to officials from Mexico's National Migration Institute. Close to 50 deaths have been reported so far this year.",Health and Safety,9,en,seed,G01374665
National Briefing Southwest: Texas: Health Care Inquiry,Health and Safety,9,en,seed,G01374665
Immigrant loses battle with cancer,Health and Safety,9,en,seed,G01374665
Pakistani man arrested by FBI dies in jail cell,Health and Safety,9,en,seed,G01374665
"Mr. de Lemos said the hunger strikers had been drinking fluids and were under medical observation in their cells, which are in a separate pod from the jail's criminal defendants and convicts. He said it was unclear whether the detainees had lost any weight. ""They're not taking the food that we're giving them, but that doesn't mean they're not eating, either,"" he said.",Health and Safety,9,en,seed,G01374665
A 'DREAM' TURNS DEADLY   Jimmy Breslin details an immigrant's tragedy,Health and Safety,9,en,seed,G01374665
" After a 12-hour journey, the immigrants poured out of the 53-foot trailer exhausted and dehydrated at a truck stop.",Health and Safety,9,en,seed,G01374665
"At least 91 people have died since October in the U.S. Border Patrol's Tucson sector, covering most of southern Arizona. More than half of those deaths have been heat-related.",Health and Safety,9,en,seed,G01374665
"ILLEGAL ALIENS' DEATHS SPUR ACTIVIST PATROLS; VOLUNTEERS OFFER WATER, FOOD, MEDICAL ASSISTANCE",Health and Safety,9,en,seed,G01374665
Immigrants without HOPE need help entering college,Quality of Life,10,en,seed,G01374665
"This process can be stressful, tiresome, even morale-deadening",Quality of Life,10,en,seed,G01374665
"Sister shows the way; Vietnamese nun eases transition for immigrants in Atlanta area, giving a voice to those least likely to be heard; International Atlanta: A look at our community and its impact on metro Atlanta",Quality of Life,10,en,seed,G01374665
"Stevo Saric, the Bosnian immigrant who brought his family to the United States to escape the violence of war-torn Albania",Quality of Life,10,en,seed,G01374665
"REFUGEES FIND HOPE IN NEW CITY, NEW LIFE (2 OF 2 ARTICLES)",Quality of Life,10,en,seed,G01374665
BOOK EXPLAINS WHY MEXICAN MIGRANTS KEEP CROSSING THE BORDER,Quality of Life,10,en,seed,G01374665
A NATION CHALLENGED: CHARITY; Second Loss Compounds Widow's Grief,Quality of Life,10,en,seed,G01374665
ILLEGAL WTC WORKERS MAY BE OVERLOOKED RELATIVES OFTEN KEEP QUIET OUT OF IMMIGRATION FEARS,Quality of Life,10,en,seed,G01374665
"Fourteen Mexicans live in the two apartments - Julio and six other men in one, an extended family in the other - on the top floor of the three-story building a few blocks south of Tower Grove Park.",Quality of Life,10,en,seed,G01374665
Tighter borders may hit schools Holiday trips home stir concern,Quality of Life,10,en,seed,G01374665
"The longer Latinos live in the United States, the more their families begin to mirror those of other native-born Americans. Josefina Soto, like other Latino immigrants who have crossed the border, brought with her centuries-old traditions that value large families.",Cultural Identity,11,en,seed,G01374665
Increase in Latino residents brings anti-immigration backlash,Cultural Identity,11,en,seed,G01374665
IMMIGRANT 'PIONEER' DIES UNEXPECTEDLY; HMONG BUSINESSWOMAN CALLED 'MOM' BY MANY,Cultural Identity,11,en,seed,G01374665
"Yang was among the first wave of refugees to leave Laos after the communist regime took over in 1975. After spending four years in Thailand's Ban Vinai refugee camp, Yang settled in Minnesota.",Cultural Identity,11,en,seed,G01374665
